area_type,site_location,total_sqft,bath,balcony,bhk,price
Built-up  Area,Hingne Khurd,2760.0,5.0,0.0,5.0,140.0
Super built-up  Area,other,993.0,2.0,2.0,2.0,42.0
Super built-up  Area,other,1225.0,2.0,1.0,2.0,45.0
Plot  Area,other,900.0,2.0,0.0,2.0,55.0
Built-up  Area,other,825.0,2.0,1.0,2.0,32.0
Super built-up  Area,other,3596.0,4.0,2.0,4.0,359.0
Super built-up  Area,Khadki,1800.0,3.0,3.0,3.0,92.0
Super built-up  Area,Kharadi,925.0,2.0,1.0,2.0,100.0
Super built-up  Area,Kondhwa,1167.0,2.0,1.0,2.0,63.0
Super built-up  Area,Kondhwa Budruk,1150.0,2.0,1.0,2.0,41.0
Super built-up  Area,other,650.0,1.0,1.0,1.0,50.0
Built-up  Area,Koregaon Park,675.0,1.0,1.0,1.0,27.0
Plot  Area,other,2260.0,3.0,1.0,2.0,90.0
Super built-up  Area,other,720.0,1.0,0.0,1.0,32.39
Plot  Area,other,4800.0,4.0,2.0,3.0,600.0
Super built-up  Area,other,1100.0,2.0,1.0,2.0,58.0
Super built-up  Area,Mangalwar peth,1330.0,2.0,1.0,3.0,58.0
Super built-up  Area,Manik Bagh,1320.0,2.0,1.0,2.0,160.0
Super built-up  Area,Market yard,1685.0,4.0,2.0,3.0,185.0
Super built-up  Area,other,2400.0,5.0,2.0,6.0,75.0
Super built-up  Area,other,1770.0,3.0,3.0,3.0,108.0
Super built-up  Area,Mundhawa,2100.0,3.0,3.0,3.0,125.0
Super built-up  Area,other,1000.0,2.0,3.0,2.0,42.0
Plot  Area,Narayan Peth,2916.0,5.0,1.0,4.0,230.0
Super built-up  Area,other,1419.59,2.0,1.0,3.0,65.0
Super built-up  Area,other,1400.0,3.0,0.0,3.0,81.0
Built-up  Area,other,750.0,2.0,1.0,2.0,37.49
Super built-up  Area,Parvati Darshan,1070.0,2.0,1.0,2.0,87.0
Super built-up  Area,other,1536.0,3.0,1.0,3.0,107.0
Built-up  Area,Paud Road,1710.0,3.0,2.0,3.0,210.0
Carpet  Area,other,2400.0,3.0,3.0,3.0,196.0
Super built-up  Area,other,1342.0,2.0,1.0,2.0,72.0
Super built-up  Area,Rasta Peth,1600.0,3.0,2.0,3.0,130.0
Super built-up  Area,other,938.0,1.0,1.0,1.0,50.0
Super built-up  Area,Sadashiv Peth,1820.0,3.0,2.0,3.0,99.0
Super built-up  Area,other,2439.0,4.0,3.0,4.0,170.0
Super built-up  Area,other,1665.0,3.0,2.0,3.0,78.0
Super built-up  Area,Sasson Road,1850.0,3.0,2.0,3.0,150.0
Built-up  Area,other,1091.0,2.0,1.0,2.0,40.0
Super built-up  Area,other,1346.0,2.0,1.0,2.0,74.03
Super built-up  Area,other,1720.0,3.0,2.0,3.0,224.0
Built-up  Area,other,3675.0,4.0,3.0,4.0,176.0
Super built-up  Area,other,1060.0,2.0,2.0,2.0,33.95
Built-up  Area,other,1059.0,2.0,1.0,2.0,57.0
Super built-up  Area,Somwar Peth,1299.0,2.0,1.0,2.0,97.0
Super built-up  Area,Swargate,1491.0,3.0,2.0,3.0,85.0
Built-up  Area,other,1200.0,2.0,2.0,2.0,85.0
Built-up  Area,other,2088.0,5.0,0.0,4.0,110.0
Super built-up  Area,other,581.0,1.0,1.0,1.0,29.0
Super built-up  Area,other,1296.0,2.0,2.0,2.0,70.0
Super built-up  Area,other,1125.0,2.0,1.0,2.0,55.0
Built-up  Area,Vishrant Wadi,1275.0,3.0,1.0,3.0,70.0
Super built-up  Area,other,1095.0,2.0,2.0,2.0,55.0
Plot  Area,other,10000.0,4.0,2.0,5.0,975.0
Super built-up  Area,other,1330.0,2.0,2.0,2.0,74.0
Super built-up  Area,Warje,1135.0,2.0,2.0,2.0,60.0
Super built-up  Area,Yerawada,516.0,1.0,1.0,1.0,39.0
Super built-up  Area,Alandi Road,1194.0,2.0,1.0,2.0,51.0
Plot  Area,other,2250.0,5.0,0.0,5.0,240.0
Super built-up  Area,other,770.0,1.0,1.0,2.0,38.0
Super built-up  Area,other,3930.0,5.0,2.0,4.0,330.0
Super built-up  Area,other,1355.0,3.0,2.0,3.0,54.2
Built-up  Area,other,3000.0,8.0,0.0,8.0,150.0
Built-up  Area,other,2569.0,4.0,1.0,4.0,175.0
Built-up  Area,Baner road,3758.0,4.0,2.0,4.0,450.0
Super built-up  Area,Bhandarkar Road,1116.0,2.0,3.0,2.0,51.91
Super built-up  Area,Bhavani Peth,1707.0,3.0,2.0,3.0,115.0
Super built-up  Area,other,1070.0,2.0,2.0,2.0,49.0
Built-up  Area,other,6000.0,4.0,0.0,4.0,410.0
Super built-up  Area,other,1240.0,2.0,1.0,3.0,83.0
Super built-up  Area,other,1300.0,2.0,1.0,2.0,91.65
Super built-up  Area,Chandan Nagar,1700.0,2.0,2.0,2.0,76.0
Super built-up  Area,other,1383.0,2.0,2.0,3.0,76.18
Built-up  Area,other,3000.0,4.0,3.0,5.0,170.0
Built-up  Area,other,1200.0,2.0,1.0,2.0,34.65
Super built-up  Area,other,935.0,2.0,3.0,2.0,45.0
Super built-up  Area,other,2072.0,4.0,2.0,3.0,151.0
Built-up  Area,other,2200.0,3.0,1.0,4.0,225.0
Super built-up  Area,other,615.0,1.0,1.0,1.0,46.0
Super built-up  Area,other,1116.0,2.0,1.0,2.0,45.0
Super built-up  Area,Fergusson College Road,1639.0,3.0,2.0,3.0,107.0
Super built-up  Area,other,1839.0,3.0,2.0,3.0,130.0
Super built-up  Area,other,1300.0,2.0,2.0,2.0,63.0
Super built-up  Area,other,625.0,1.0,1.0,1.0,27.0
Super built-up  Area,Ghorpadi,933.0,1.0,1.0,1.0,61.0
Super built-up  Area,other,2289.0,3.0,3.0,3.0,180.0
Built-up  Area,Gultekdi,2316.0,3.0,0.0,3.0,125.0
Super built-up  Area,other,1005.0,2.0,1.0,2.0,39.77
Built-up  Area,other,1080.0,2.0,1.0,2.0,38.0
Super built-up  Area,Hingne Khurd,910.0,2.0,3.0,2.0,36.0
Plot  Area,other,1200.0,2.0,0.0,2.0,73.0
Super built-up  Area,other,1110.0,2.0,1.0,2.0,39.9
Super built-up  Area,other,1142.0,2.0,2.0,2.0,56.0
Carpet  Area,other,4000.0,4.0,3.0,5.0,240.0
Plot  Area,other,1800.0,3.0,1.0,3.0,204.0
Super built-up  Area,other,1005.0,2.0,1.0,2.0,55.0
Built-up  Area,other,1626.6,3.0,1.0,3.0,133.0
Super built-up  Area,Khadki,1074.0,2.0,2.0,2.0,54.0
Carpet  Area,Kharadi,1230.0,2.0,0.0,2.0,80.0
Super built-up  Area,Kondhwa,660.0,1.0,1.0,2.0,23.0
Built-up  Area,Kondhwa Budruk,1007.0,2.0,2.0,2.0,48.0
Built-up  Area,Koregaon Park,1820.0,3.0,2.0,3.0,113.0
Super built-up  Area,other,1100.0,2.0,1.0,2.0,60.0
Plot  Area,other,1348.0,2.0,0.0,2.0,100.0
Super built-up  Area,other,1230.0,2.0,2.0,2.0,66.25
Super built-up  Area,other,1176.0,2.0,1.0,3.0,37.62
Super built-up  Area,other,1590.0,3.0,2.0,3.0,57.0
Built-up  Area,Mangalwar peth,1200.0,2.0,1.0,2.0,78.0
Built-up  Area,Manik Bagh,1298.0,2.0,1.0,2.0,65.0
Super built-up  Area,Market yard,1161.0,2.0,1.0,2.0,55.15
Plot  Area,other,1350.0,4.0,0.0,4.0,175.0
Super built-up  Area,Mundhawa,1285.0,2.0,1.0,2.0,60.0
Super built-up  Area,other,1644.0,3.0,2.0,3.0,92.59
Super built-up  Area,other,1819.0,3.0,1.0,3.0,150.0
Super built-up  Area,Narayan Peth,1205.0,2.0,1.0,2.0,85.0
Super built-up  Area,other,2350.0,3.0,3.0,3.0,300.0
Super built-up  Area,other,1050.0,2.0,1.0,2.0,42.0
Super built-up  Area,other,1270.0,2.0,2.0,2.0,62.0
Super built-up  Area,Parvati Darshan,1240.0,2.0,2.0,3.0,39.89
Super built-up  Area,other,1221.0,3.0,3.0,3.0,70.0
Super built-up  Area,other,1339.0,2.0,2.0,2.0,63.0
Super built-up  Area,other,4303.0,5.0,0.0,4.0,300.0
Super built-up  Area,other,1315.0,2.0,1.0,2.0,85.0
Super built-up  Area,Rasta Peth,1250.0,2.0,2.0,2.0,68.0
Super built-up  Area,other,850.0,2.0,1.0,2.0,27.0
Super built-up  Area,Sadashiv Peth,1600.0,2.0,2.0,3.0,110.0
Built-up  Area,other,1250.0,2.0,1.0,2.0,62.0
Super built-up  Area,other,1312.0,2.0,1.0,3.0,56.5
Super built-up  Area,Sasson Road,3000.0,4.0,0.0,4.0,134.0
Built-up  Area,other,1300.0,2.0,2.0,2.0,28.0
Built-up  Area,other,1990.0,3.0,3.0,3.0,98.0
Super built-up  Area,other,760.0,2.0,2.0,2.0,38.5
Plot  Area,other,5000.0,4.0,2.0,4.0,536.0
Super built-up  Area,other,1614.0,2.0,2.0,3.0,59.0
Plot  Area,other,1500.0,3.0,2.0,4.0,162.0
Super built-up  Area,Somwar Peth,1182.0,2.0,1.0,3.0,60.1
Super built-up  Area,Swargate,1053.0,2.0,1.0,2.0,46.29
Built-up  Area,other,750.0,1.0,1.0,1.0,105.0
Super built-up  Area,other,2000.0,3.0,3.0,3.0,125.0
Built-up  Area,other,1940.0,4.0,3.0,3.0,116.0
Super built-up  Area,other,1590.0,3.0,2.0,3.0,105.0
Super built-up  Area,other,1035.0,2.0,2.0,2.0,52.79
Super built-up  Area,Vishrant Wadi,1075.0,2.0,2.0,2.0,53.0
Plot  Area,other,900.0,2.0,0.0,2.0,55.0
Super built-up  Area,other,1260.0,2.0,1.0,3.0,62.0
Super built-up  Area,Warje,1702.0,3.0,2.0,3.0,107.0
Super built-up  Area,Yerawada,1080.0,2.0,2.0,3.0,65.0
Built-up  Area,Alandi Road,1189.0,2.0,1.0,2.0,45.0
Super built-up  Area,other,1035.0,2.0,1.0,2.0,39.0
Super built-up  Area,other,1200.0,2.0,1.0,2.0,36.0
Plot  Area,other,4482.0,6.0,2.0,8.0,852.0
Plot  Area,other,1200.0,3.0,0.0,3.0,200.0
Super built-up  Area,other,1300.0,3.0,1.0,3.0,69.0
Super built-up  Area,other,1330.0,2.0,1.0,2.0,93.65
Super built-up  Area,Baner road,1210.0,2.0,1.0,3.0,65.0
Built-up  Area,Bhandarkar Road,1350.0,2.0,2.0,3.0,54.2
Super built-up  Area,Bhavani Peth,1900.0,2.0,2.0,3.0,65.0
Super built-up  Area,other,1935.0,4.0,2.0,3.0,125.0
Super built-up  Area,other,1410.0,3.0,3.0,3.0,90.0
Super built-up  Area,other,1469.0,2.0,2.0,2.0,99.14
Super built-up  Area,other,986.0,2.0,1.0,2.0,30.0
Super built-up  Area,other,1460.0,2.0,2.0,3.0,87.0
Super built-up  Area,Chandan Nagar,1260.0,2.0,2.0,3.0,85.05
Super built-up  Area,other,1345.0,2.0,2.0,3.0,39.5
Super built-up  Area,other,980.0,2.0,1.0,2.0,57.0
Built-up  Area,other,1164.0,2.0,2.0,2.0,75.0
Super built-up  Area,other,929.0,1.0,2.0,2.0,51.0
Built-up  Area,other,1065.0,2.0,1.0,2.0,70.0
Super built-up  Area,other,1172.0,2.0,0.0,2.0,56.725
Super built-up  Area,other,3000.0,3.0,1.0,3.0,265.0
Super built-up  Area,other,1020.0,2.0,1.0,2.0,30.27
Super built-up  Area,Fergusson College Road,1362.0,3.0,1.0,3.0,62.63
Super built-up  Area,other,672.0,1.0,1.0,1.0,36.85
Super built-up  Area,other,1746.0,3.0,3.0,3.0,115.0
Built-up  Area,other,1025.0,2.0,1.0,2.0,29.6
Super built-up  Area,Ghorpadi,1532.0,2.0,1.0,2.0,65.0
Super built-up  Area,other,1200.0,2.0,2.0,3.0,120.0
Super built-up  Area,Gultekdi,1250.0,2.0,2.0,2.0,65.0
Super built-up  Area,other,1188.0,2.0,1.0,2.0,39.0
Built-up  Area,other,3565.0,4.0,0.0,4.0,218.0
Super built-up  Area,Hadapsar Industrial Estate,1170.0,2.0,2.0,2.0,85.0
Super built-up  Area,Hingne Khurd,1800.0,3.0,2.0,3.0,150.0
Plot  Area,other,1000.0,2.0,1.0,2.0,35.0
Plot  Area,other,2600.0,3.0,1.0,3.0,375.0
Super built-up  Area,other,2507.0,4.0,2.0,4.0,155.0
Super built-up  Area,other,1061.0,2.0,1.0,2.0,34.0
Super built-up  Area,other,1290.0,2.0,2.0,2.0,69.0
Super built-up  Area,other,1200.0,2.0,1.0,2.0,42.6
Super built-up  Area,Khadki,1120.0,2.0,2.0,2.0,39.29
Super built-up  Area,Kharadi,418.0,1.0,1.0,1.0,12.0
Super built-up  Area,Kondhwa,1333.0,3.0,1.0,3.0,50.0
Super built-up  Area,Kondhwa Budruk,1691.0,3.0,2.0,3.0,119.0
Super built-up  Area,other,747.0,1.0,0.0,1.0,34.355
Super built-up  Area,Koregaon Park,1700.0,3.0,3.0,3.0,250.0
Super built-up  Area,other,2030.0,4.0,1.0,3.0,125.0
Super built-up  Area,other,1012.0,2.0,1.0,2.0,70.0
Carpet  Area,other,1245.0,2.0,1.0,3.0,60.0
Super built-up  Area,other,1765.0,3.0,2.0,3.0,118.0
Super built-up  Area,other,1110.0,2.0,2.0,2.0,36.25
Built-up  Area,Mangalwar peth,967.0,2.0,1.0,2.0,47.8
Super built-up  Area,Manik Bagh,1044.0,2.0,2.0,2.0,36.0
Super built-up  Area,Market yard,1518.0,3.0,3.0,3.0,80.0
Super built-up  Area,other,1300.0,2.0,2.0,3.0,57.0
Super built-up  Area,other,1798.0,3.0,3.0,3.0,73.0
Carpet  Area,Mundhawa,866.28,2.0,0.0,2.0,36.38
Super built-up  Area,other,3410.0,5.0,3.0,4.0,253.0
Super built-up  Area,other,1179.0,2.0,2.0,2.0,56.0
Super built-up  Area,Narayan Peth,3600.0,5.0,0.0,5.0,510.0
Super built-up  Area,other,1125.0,2.0,1.0,2.0,48.0
Super built-up  Area,other,2098.0,3.0,1.0,3.0,210.0
Super built-up  Area,other,2400.0,3.0,1.0,3.0,270.0
Built-up  Area,Parvati Darshan,1976.0,3.0,2.0,3.0,92.0
Built-up  Area,other,1190.0,2.0,2.0,2.0,61.8
Super built-up  Area,Paud Road,1800.0,3.0,3.0,3.0,192.0
Super built-up  Area,other,1761.0,3.0,1.0,3.0,84.52
Super built-up  Area,other,1700.0,3.0,3.0,3.0,120.0
Super built-up  Area,Rasta Peth,1128.0,2.0,1.0,2.0,64.8
Super built-up  Area,other,2000.0,3.0,2.0,3.0,85.0
Built-up  Area,Sadashiv Peth,1220.0,2.0,1.0,3.0,35.25
Super built-up  Area,other,509.0,1.0,1.0,1.0,20.0
Super built-up  Area,other,1852.0,4.0,2.0,3.0,122.0
Super built-up  Area,Sasson Road,1045.0,2.0,1.0,2.0,40.65
Super built-up  Area,other,3535.0,4.0,2.0,4.0,215.0
Super built-up  Area,other,1102.0,2.0,2.0,2.0,53.67
Super built-up  Area,other,1800.0,3.0,2.0,4.0,82.0
Super built-up  Area,other,1436.0,2.0,2.0,3.0,75.0
Super built-up  Area,other,1397.0,2.0,0.0,3.0,52.0
Super built-up  Area,other,1140.0,2.0,2.0,2.0,56.0
Super built-up  Area,Somwar Peth,645.0,1.0,1.0,1.0,55.0
Plot  Area,Swargate,2350.0,5.0,0.0,5.0,325.0
Plot  Area,other,1200.0,3.0,2.0,3.0,225.0
Carpet  Area,other,2050.0,3.0,2.0,3.0,135.0
Super built-up  Area,other,1335.0,2.0,1.0,2.0,95.0
Plot  Area,other,2100.0,1.0,1.0,2.0,200.0
Super built-up  Area,other,1255.0,3.0,2.0,3.0,77.68
Super built-up  Area,Vishrant Wadi,1140.0,2.0,1.0,2.0,59.0
Super built-up  Area,other,2376.0,3.0,1.0,3.0,240.0
Super built-up  Area,other,663.0,1.0,1.0,1.0,46.0
Super built-up  Area,other,1276.0,2.0,0.0,2.0,146.0
Super built-up  Area,Warje,1450.0,3.0,3.0,3.0,60.9
Super built-up  Area,Yerawada,1400.0,3.0,3.0,3.0,66.0
Super built-up  Area,Alandi Road,1339.0,2.0,1.0,2.0,53.56
Built-up  Area,other,1220.0,2.0,1.0,3.0,35.23
Built-up  Area,other,2200.0,3.0,2.0,3.0,275.0
Built-up  Area,other,1305.0,2.0,2.0,2.0,52.0
Built-up  Area,other,1740.0,3.0,3.0,3.0,80.0
Super built-up  Area,other,680.0,1.0,1.0,2.0,21.0
Super built-up  Area,other,1154.0,2.0,2.0,2.0,47.0
Built-up  Area,Baner road,1200.0,2.0,2.0,2.0,40.0
Super built-up  Area,Bhandarkar Road,1155.0,2.0,2.0,2.0,54.5
Super built-up  Area,Bhavani Peth,1525.0,2.0,3.0,3.0,63.0
Built-up  Area,other,600.0,1.0,1.0,1.0,125.0
Super built-up  Area,other,2470.0,5.0,2.0,4.0,192.0
Super built-up  Area,other,1100.0,2.0,1.0,2.0,60.0
Super built-up  Area,other,1250.0,2.0,2.0,2.0,65.0
Super built-up  Area,other,1400.0,2.0,1.0,2.0,70.0
Super built-up  Area,Chandan Nagar,1600.0,3.0,2.0,3.0,100.0
Built-up  Area,other,1060.0,2.0,1.0,2.0,55.0
Super built-up  Area,other,1272.0,2.0,2.0,2.0,50.0
Super built-up  Area,other,1296.0,2.0,2.0,2.0,105.0
Built-up  Area,other,2100.0,3.0,2.0,4.0,280.0
Super built-up  Area,other,1945.0,3.0,3.0,3.0,115.0
Super built-up  Area,other,1033.0,2.0,2.0,3.0,30.47
Super built-up  Area,other,2300.0,2.0,0.0,3.0,69.0
Super built-up  Area,other,1235.0,2.0,2.0,2.0,52.76
Super built-up  Area,Fergusson College Road,2100.0,3.0,1.0,3.0,270.0
Super built-up  Area,other,850.0,2.0,1.0,2.0,42.5
Super built-up  Area,other,1880.0,3.0,2.0,3.0,110.0
Super built-up  Area,other,2450.0,4.0,2.0,4.0,368.0
Super built-up  Area,Ghorpadi,1060.0,2.0,2.0,2.0,52.0
Super built-up  Area,other,2041.0,3.0,3.0,3.0,138.0
Built-up  Area,Gultekdi,1050.0,2.0,2.0,2.0,125.0
Super built-up  Area,other,1037.0,2.0,1.0,2.0,36.28
Built-up  Area,other,1150.0,2.0,1.0,2.0,39.0
Super built-up  Area,Hadapsar Industrial Estate,1184.0,2.0,1.0,2.0,62.0
Built-up  Area,Hingne Khurd,1680.0,3.0,2.0,3.0,126.0
Super built-up  Area,other,1411.0,3.0,2.0,3.0,100.0
Super built-up  Area,other,900.0,2.0,2.0,2.0,41.0
Built-up  Area,other,3500.0,4.0,3.0,4.0,320.0
Super built-up  Area,other,1702.0,3.0,2.0,3.0,120.0
Super built-up  Area,other,1185.0,2.0,2.0,2.0,45.0
Super built-up  Area,other,1300.0,3.0,1.0,3.0,64.0
Super built-up  Area,Khadki,1545.0,3.0,2.0,3.0,65.0
Super built-up  Area,Kharadi,1515.0,2.0,2.0,3.0,135.0
Super built-up  Area,Kondhwa,1300.0,3.0,3.0,3.0,55.0
Super built-up  Area,Kondhwa Budruk,1107.0,2.0,1.0,2.0,57.0
Super built-up  Area,other,1720.0,3.0,2.0,3.0,106.0
Super built-up  Area,Koregaon Park,1540.0,3.0,2.0,3.0,150.0
Super built-up  Area,other,1000.0,2.0,1.0,2.0,44.5
Super built-up  Area,other,710.0,1.0,1.0,1.0,40.42
Super built-up  Area,other,1100.0,2.0,1.0,2.0,38.0
Built-up  Area,other,3200.0,4.0,0.0,4.0,270.0
Built-up  Area,Mangalwar peth,1250.0,2.0,0.0,2.0,48.0
Built-up  Area,Manik Bagh,2400.0,4.0,3.0,5.0,130.0
Super built-up  Area,Market yard,1584.01,3.0,1.0,3.0,104.0
Plot  Area,other,1200.0,6.0,3.0,4.0,60.0
Super built-up  Area,Mundhawa,1485.0,2.0,2.0,3.0,70.0
Built-up  Area,other,1100.0,2.0,1.0,3.0,78.0
Super built-up  Area,other,1245.0,2.0,1.0,2.0,59.0
Built-up  Area,Narayan Peth,1880.0,4.0,0.0,4.0,154.0
Super built-up  Area,other,2214.0,3.0,3.0,3.0,350.0
Built-up  Area,other,1050.0,2.0,2.0,2.0,45.0
Super built-up  Area,Parvati Darshan,1640.0,3.0,2.0,3.0,105.0
Super built-up  Area,other,1165.0,2.0,1.0,2.0,65.0
Built-up  Area,Paud Road,1110.0,2.0,1.0,2.0,43.0
Built-up  Area,other,4000.0,4.0,2.0,4.0,630.0
Built-up  Area,other,4500.0,4.0,0.0,4.0,150.0
Super built-up  Area,other,1300.0,2.0,2.0,2.0,75.0
Plot  Area,Sadashiv Peth,1200.0,1.0,0.0,2.0,42.0
Super built-up  Area,other,1232.0,2.0,1.0,2.0,69.61
Super built-up  Area,Sasson Road,1704.0,3.0,2.0,3.0,94.36
Built-up  Area,other,1275.0,2.0,2.0,3.0,88.0
Super built-up  Area,other,1222.0,2.0,1.0,3.0,68.0
Super built-up  Area,other,1155.0,2.0,2.0,2.0,39.0
Super built-up  Area,other,1000.0,2.0,1.0,2.0,29.95
Super built-up  Area,other,1200.0,2.0,1.0,2.0,45.0
Super built-up  Area,other,1517.0,3.0,2.0,3.0,71.28
Super built-up  Area,Somwar Peth,1166.0,2.0,1.0,2.0,37.29
Built-up  Area,Swargate,870.0,2.0,2.0,2.0,24.0
Super built-up  Area,other,4000.0,5.0,2.0,5.0,170.0
Super built-up  Area,other,3019.0,6.0,0.0,4.0,190.0
Super built-up  Area,other,1345.0,3.0,1.0,3.0,58.0
Plot  Area,other,900.0,3.0,1.0,3.0,75.0
Super built-up  Area,Vishrant Wadi,3800.0,5.0,2.0,4.0,170.0
Super built-up  Area,other,971.0,2.0,2.0,3.0,38.0
Super built-up  Area,other,1255.0,2.0,1.0,2.0,52.32
Built-up  Area,other,1810.0,2.0,2.0,2.0,65.0
Built-up  Area,Warje,1300.0,2.0,1.0,2.0,58.0
Super built-up  Area,Yerawada,1185.0,2.0,2.0,2.0,45.0
Super built-up  Area,Alandi Road,1350.0,2.0,3.0,2.0,68.0
Super built-up  Area,other,1590.0,3.0,0.0,3.0,76.16
Super built-up  Area,other,3000.0,6.0,3.0,7.0,180.0
Plot  Area,other,1560.0,3.0,2.0,4.0,149.0
Super built-up  Area,other,1650.0,3.0,0.0,3.0,126.0
Super built-up  Area,other,1645.0,3.0,2.0,3.0,87.0
Super built-up  Area,other,1748.0,3.0,0.0,3.0,103.0
Plot  Area,Baner road,1200.0,3.0,1.0,3.0,67.77
Built-up  Area,Bhandarkar Road,1170.0,2.0,3.0,2.0,50.0
Built-up  Area,Bhavani Peth,3420.0,4.0,2.0,4.0,225.0
Built-up  Area,other,1320.0,2.0,2.0,3.0,65.0
Super built-up  Area,other,1610.0,3.0,2.0,3.0,84.53
Super built-up  Area,other,1870.0,3.0,3.0,3.0,180.0
Super built-up  Area,other,1510.0,2.0,1.0,3.0,110.0
Built-up  Area,other,2700.0,7.0,3.0,6.0,110.0
Super built-up  Area,Chandan Nagar,1305.0,2.0,1.0,3.0,45.68
Super built-up  Area,other,1500.0,2.0,1.0,3.0,70.0
Super built-up  Area,other,1149.0,2.0,1.0,2.0,130.0
Built-up  Area,other,1948.0,4.0,2.0,4.0,129.0
Plot  Area,other,1448.0,3.0,1.0,3.0,70.0
Super built-up  Area,other,1242.0,2.0,1.0,2.0,78.0
Super built-up  Area,other,1268.0,2.0,1.0,2.0,58.0
Super built-up  Area,other,1101.0,2.0,1.0,2.0,50.0
Super built-up  Area,other,1255.0,2.0,3.0,2.0,65.0
Super built-up  Area,Fergusson College Road,1362.0,3.0,1.0,3.0,62.63
Super built-up  Area,other,984.0,3.0,2.0,3.0,140.0
Super built-up  Area,other,1089.0,2.0,1.0,2.0,32.67
Built-up  Area,other,800.0,1.0,3.0,2.0,95.0
Super built-up  Area,Ghorpadi,1345.0,2.0,1.0,3.0,57.0
Plot  Area,other,3600.0,9.0,3.0,8.0,125.0
Plot  Area,Gultekdi,1650.0,2.0,1.0,4.0,140.0
Super built-up  Area,other,950.0,2.0,1.0,2.0,45.0
Super built-up  Area,other,1068.0,2.0,1.0,2.0,43.0
Built-up  Area,Hadapsar Industrial Estate,860.0,1.0,2.0,2.0,31.0
Built-up  Area,Hingne Khurd,3000.0,5.0,0.0,8.0,130.0
Super built-up  Area,other,1756.0,3.0,2.0,3.0,66.73
Super built-up  Area,other,1205.0,2.0,1.0,2.0,41.0
Super built-up  Area,other,1800.0,3.0,2.0,3.0,125.0
Built-up  Area,other,1604.0,3.0,0.0,3.0,68.0
Super built-up  Area,other,2732.0,4.0,3.0,4.0,204.0
Super built-up  Area,Khadki,1015.0,2.0,2.0,2.0,25.88
Super built-up  Area,Kharadi,1200.0,2.0,2.0,3.0,42.0
Super built-up  Area,Kondhwa,1010.0,2.0,2.0,2.0,38.0
Built-up  Area,Kondhwa Budruk,1250.0,3.0,0.0,2.0,170.0
Super built-up  Area,other,1010.0,2.0,1.0,2.0,41.0
Super built-up  Area,Koregaon Park,1050.0,2.0,2.0,2.0,33.1
Super built-up  Area,other,1710.0,3.0,2.0,3.0,85.0
Super built-up  Area,other,1248.52,3.0,2.0,3.0,115.0
Built-up  Area,other,410.0,1.0,1.0,1.0,10.0
Super built-up  Area,other,1656.0,2.0,1.0,3.0,62.93
Super built-up  Area,other,1451.0,3.0,1.0,3.0,68.0
Super built-up  Area,Manik Bagh,1250.0,2.0,2.0,2.0,93.0
Plot  Area,Market yard,4395.0,3.0,3.0,3.0,240.0
Super built-up  Area,other,4600.0,6.0,2.0,4.0,650.0
Built-up  Area,other,1340.0,2.0,3.0,3.0,42.0
Super built-up  Area,Mundhawa,1100.0,2.0,2.0,2.0,38.5
Super built-up  Area,other,6000.0,6.0,0.0,4.0,700.0
Super built-up  Area,other,1700.0,3.0,1.0,3.0,71.0
Super built-up  Area,other,1096.0,2.0,1.0,2.0,43.0
Super built-up  Area,other,1160.0,2.0,1.0,2.0,33.5
Built-up  Area,other,1936.0,3.0,2.0,3.0,139.0
Super built-up  Area,Parvati Darshan,1269.0,2.0,2.0,3.0,63.0
Super built-up  Area,Paud Road,1586.0,3.0,1.0,3.0,125.0
Super built-up  Area,other,1376.0,2.0,1.0,2.0,124.0
Super built-up  Area,other,1452.0,3.0,3.0,3.0,56.5
Super built-up  Area,other,1538.0,3.0,1.0,3.0,107.0
Super built-up  Area,Rasta Peth,1427.0,2.0,1.0,3.0,130.0
Built-up  Area,other,935.0,2.0,0.0,2.0,40.0
Built-up  Area,Sadashiv Peth,1220.0,2.0,3.0,2.0,65.0
Super built-up  Area,other,1197.0,2.0,1.0,2.0,77.0
Super built-up  Area,other,674.0,1.0,1.0,2.0,19.9
Built-up  Area,Sasson Road,410.0,1.0,1.0,1.0,15.0
Built-up  Area,other,1573.0,3.0,1.0,3.0,90.0
Super built-up  Area,other,1135.0,2.0,2.0,2.0,58.0
Built-up  Area,other,1400.0,2.0,1.0,3.0,40.43
Super built-up  Area,other,1200.0,1.0,0.0,1.0,65.0
Plot  Area,other,1800.0,3.0,0.0,3.0,95.0
Built-up  Area,other,2045.0,3.0,2.0,3.0,108.0
Super built-up  Area,Somwar Peth,1268.0,2.0,1.0,2.0,56.0
Super built-up  Area,Swargate,883.0,2.0,1.0,2.0,39.0
Super built-up  Area,other,1600.0,3.0,3.0,3.0,100.0
Super built-up  Area,other,1056.0,2.0,2.0,2.0,70.0
Plot  Area,other,4500.0,4.0,0.0,4.0,330.0
Super built-up  Area,other,1204.0,2.0,2.0,2.0,58.0
Super built-up  Area,Vishrant Wadi,1410.0,2.0,1.0,3.0,54.0
Built-up  Area,other,1460.0,2.0,1.0,2.0,80.3
Super built-up  Area,other,1100.0,2.0,1.0,2.0,41.18
Super built-up  Area,other,1310.0,2.0,1.0,2.0,88.0
Super built-up  Area,Warje,1600.0,3.0,2.0,3.0,90.0
